t_index	term	df
11805	torso	1
11806	tortilla	1
11807	tortur	16
11808	toscap	1
11809	toss	15
11810	tossup	5
11811	total	81
11812	totalitarian	1
11813	tote	2
11814	totter	1
11815	touch	40
11816	touchdown	1
11817	touchi	2
11818	tough	40
11819	toughen	1
11820	tougher	2
11821	toughest	2
11822	toughfought	1
11823	tour	53
11824	tourism	1
11825	tourist	18
11826	tournament	125
11827	tout	2
11828	towel	1
11829	tower	26
11830	town	172
11831	townhallstyl	2
11832	townsend	1
11833	townspeopl	2
11834	towntotown	1
11835	toy	3
11836	trace	17
11837	tracey	1
11838	traci	1
11839	track	51
11840	trade	125
11841	trader	12
11842	tradit	54
11843	traffic	28
11844	traffick	23
11845	tragedi	64
11846	tragic	16
11847	trail	58
11848	trailer	19
11849	train	66
11850	trainer	15
11851	traips	1
11852	trait	1
11853	traition	1
11854	traitor	1
11855	trajkov	1
11856	trampl	2
11857	tran	10
11858	trang	1
11859	tranquil	6
11860	transact	8
11861	transcend	1
11862	transcript	6
11863	transfer	28
11864	transform	7
11865	transit	61
11866	translat	27
11867	transmiss	2
11868	transmit	1
11869	transmitt	1
11870	transnat	1
11871	transpar	14
11872	transpir	3
11873	transport	61
11874	traor	1
11875	trap	92
11876	trash	13
11877	trauma	7
11878	traumat	1
11879	travail	1
11880	travel	81
11881	travelg	1
11882	travesti	2
11883	tray	1
11884	tread	1
11885	treason	2
11886	treasur	7
11887	treasuri	2
11888	treat	43
11889	treati	8
11890	treatment	42
11891	trebjesanin	5
11892	tredway	1
11893	tree	13
11894	treeless	1
11895	trek	2
11896	trembl	1
11897	tremend	9
11898	tremor	27
11899	trench	1
11900	trenchantli	1
11901	trenchcoat	1
11902	trend	19
11903	trent	7
11904	tri	488
11905	triag	1
11906	trial	176
11907	triangl	1
11908	tribal	23
11909	tribe	10
11910	tribesmen	2
11911	tribespeopl	1
11912	tribun	43
11913	tribut	13
11914	trichovich	1
11915	trick	13
11916	tricki	6
11917	trickl	4
11918	tricov	1
11919	trident	1
11920	trigger	29
11921	trillion	1
11922	trilliondollar	1
11923	trim	28
11924	trio	1
11925	trip	123
11926	tripl	2
11927	triplelay	2
11928	triplett	1
11929	tripoli	1
11930	tripp	1
11931	triumph	16
11932	trivedi	2
11933	troop	127
11934	trooper	10
11935	trophi	2
11936	trophyhunt	1
11937	tropic	1
11938	trot	2
11939	troubl	70
11940	troublemak	1
11941	troublesom	2
11942	trounc	1
11943	troup	3
11944	trove	1
11945	truce	4
11946	truck	77
11947	truckbomb	3
11948	trucker	2
11949	truckload	5
11950	true	39
11951	truecrim	2
11952	truer	1
11953	truli	16
11954	truman	7
11955	trumpet	4
11956	trundl	1
11957	trust	31
11958	trustworthi	1
11959	truth	25
11960	tshirt	9
11961	tsvangirai	7
11962	tu	1
11963	tube	12
11964	tuck	4
11965	tucker	2
11966	tudela	31
11967	tudjman	6
11968	tuesday	352
11969	tug	4
11970	tugboat	1
11971	tull	9
11972	tumb	1
11973	tumbl	8
11974	tumult	2
11975	tumultu	5
11976	tuna	1
11977	tune	10
11978	tuneup	3
11979	tungata	6
11980	tunisia	1
11981	tunnel	6
11982	tupac	8
11983	turban	1
11984	turbin	3
11985	turbul	4
11986	tureen	1
11987	turf	1
11988	turk	3
11989	turkey	25
11990	turkish	3
11991	turmoil	16
11992	turn	234
11993	turnaround	2
11994	turncoat	1
11995	turner	1
11996	turnout	37
11997	turnov	7
11998	tusca	1
11999	tussl	1
12000	tutori	1
12001	tuxedo	1
12002	tv	64
12003	twa	1
12004	twelfth	1
12005	twenti	7
12006	twice	44
12007	twig	1
12008	twin	6
12009	twinengin	9
12010	twist	21
12011	twoandahalf	1
12012	twobytwo	3
12013	twocandid	2
12014	twocar	1
12015	twochild	1
12016	twoday	5
12017	twohour	5
12018	twoinch	1
12019	twopag	4
12020	twoparti	1
12021	twopiec	2
12022	tworepubl	1
12023	twosetstonon	1
12024	twostep	1
12025	twostori	2
12026	twoterm	10
12027	twothird	5
12028	twotim	8
12029	twoway	4
12030	twoweek	2
12031	twoweeklong	1
12032	twoyear	7
12033	twoyearold	1
12034	tyner	1
12035	type	26
12036	typewrit	1
12037	typhu	1
12038	typic	6
12039	typifi	1
12040	typograph	2
12041	tyranni	3
12042	tyrant	2
12043	tyson	9
12044	tysyacheletiy	1
12045	ueno	5
12046	ufwet	4
12047	ugaz	7
12048	ugli	3
12049	uhhuh	1
12050	uk	1
12051	ulihrach	2
12052	ultim	37
12053	ultimatum	3
12054	ultra	1
12055	ultralight	3
12056	ultramodern	2
12057	ultranationalist	3
12058	umbil	1
12059	umbrella	2
12060	umesh	1
12061	umpir	6
12062	unabl	24
12063	unaccept	7
12064	unaccount	14
12065	unaccountedfor	2
12066	unambigu	1
12067	unanim	7
12068	unannounc	4
12069	unansw	4
12070	unapologet	1
12071	unarm	5
12072	unattend	1
12073	unauthor	3
12074	unavoid	2
12075	unawar	3
12076	unbalanc	1
12077	unbear	1
12078	unbeaten	1
12079	unbeliev	7
12080	unbias	2
12081	unborn	1
12082	unbridl	1
12083	unbroken	2
12084	uncal	1
12085	uncanni	1
12086	unceasingli	1
12087	uncertain	15
12088	uncertainti	12
12089	unchalleng	3
12090	unchang	6
12091	uncharacterist	2
12092	uncharismat	1
12093	uncheck	4
12094	uncl	14
12095	unclaim	2
12096	unclassifi	4
12097	unclear	27
12098	uncoil	1
12099	uncollect	1
12100	uncomfort	2
12101	uncommit	4
12102	uncommon	1
12103	unconcern	1
12104	uncondit	4
12105	unconfirm	4
12106	unconsci	2
12107	unconstitut	2
12108	unconvinc	1
12109	uncork	1
12110	uncorrupt	1
12111	uncount	1
12112	uncov	16
12113	uncrit	1
12114	undaunt	1
12115	undecid	10
12116	undef	1
12117	undemocrat	3
12118	underachiev	1
12119	underag	4
12120	undercov	2
12121	undercut	9
12122	underdog	1
12123	underestim	5
12124	undergo	8
12125	undergon	1
12126	underground	8
12127	underli	3
12128	underlin	3
12129	undermin	15
12130	underneath	7
12131	underpaid	1
12132	underscor	14
12133	undersea	1
12134	undersecretari	2
12135	undersecretarygener	3
12136	undersheriff	2
12137	understaf	1
12138	understand	68
12139	understat	1
12140	understood	11
12141	understudi	1
12142	undertak	7
12143	undertaken	6
12144	underton	1
12145	undertook	1
12146	underw	5
12147	underwat	26
12148	underway	9
12149	underwood	1
12150	underworld	3
12151	undescrib	1
12152	undeserv	2
12153	undetect	6
12154	undisclos	2
12155	undisput	2
12156	undisturb	1
12157	undivid	1
12158	undo	1
12159	undon	1
12160	undoubtedli	3
12161	undu	2
12162	unduli	2
12163	unearth	4
12164	uneasi	9
12165	unelect	1
12166	unemploy	5
12167	unenforc	1
12168	unequivoc	2
12169	uner	2
12170	unesco	1
12171	unexpect	9
12172	unexpectedli	4
12173	unexpir	1
12174	unexplain	4
12175	unexplod	14
12176	unfair	13
12177	unfairli	4
12178	unfamiliar	4
12179	unfathom	2
12180	unfaz	3
12181	unfett	9
12182	unfinish	4
12183	unfit	17
12184	unflatt	1
12185	unfold	12
12186	unforc	21
12187	unfortun	18
12188	unfound	3
12189	unfurl	1
12190	ungovern	2
12191	unhappi	5
12192	unharm	5
12193	unheard	1
12194	unhelp	1
12195	unhurt	1
12196	unicef	1
12197	unidentifi	16
12198	unif	2
12199	unifi	14
12200	uniform	26
12201	unilater	1
12202	unimagin	3
12203	unimpos	1
12204	uninform	1
12205	uninhabit	1
12206	unintellig	1
12207	unintend	1
12208	union	89
12209	unionist	3
12210	unionl	1
12211	uniqu	3
12212	unit	736
12213	uniti	31
12214	univers	92
12215	univis	3
12216	unjust	3
12217	unjustifi	7
12218	unjustli	1
12219	unknowingli	1
12220	unknown	40
12221	unlaw	1
12222	unleash	5
12223	unless	14
12224	unlevel	1
12225	unlik	33
12226	unlimit	2
12227	unload	11
12228	unman	1
12229	unmark	1
12230	unmistak	2
12231	unnam	4
12232	unnecessari	6
12233	unnot	1
12234	unoffici	5
12235	unpack	1
12236	unpalat	1
12237	unpolish	1
12238	unpopular	7
12239	unpreced	28
12240	unprecedentedli	1
12241	unpredict	4
12242	unpretenti	2
12243	unprint	3
12244	unprotect	4
12245	unpunish	1
12246	unquestion	1
12247	unravel	8
12248	unreason	2
12249	unrecov	1
12250	unregul	3
12251	unrel	5
12252	unreli	2
12253	unrepres	2
12254	unresolv	4
12255	unrest	22
12256	unrestrict	1
12257	unsaf	3
12258	unsatisfactori	4
12259	unsatisfi	1
12260	unsavori	2
12261	unscath	5
12262	unschedul	2
12263	unscom	1
12264	unscript	1
12265	unscrupul	2
12266	unseason	1
12267	unseat	11
12268	unsecur	4
12269	unseed	14
12270	unseen	2
12271	unselfish	1
12272	unsettl	6
12273	unshaken	2
12274	unshaven	1
12275	unsheath	1
12276	unspecif	3
12277	unspecifi	6
12278	unspectacular	3
12279	unspoken	1
12280	unstabl	9
12281	unsteadi	1
12282	unsteadili	1
12283	unsubstanti	2
12284	unsuccess	15
12285	unsupervis	3
12286	unsur	6
12287	unsuspect	1
12288	unswervingli	2
12289	unsympathet	1
12290	untabul	2
12291	untaint	1
12292	untal	1
12293	untap	2
12294	untest	2
12295	unthink	3
12296	unthreaten	2
12297	untold	2
12298	untouch	3
12299	untreat	2
12300	untrustworthi	1
12301	untruth	2
12302	unus	2
12303	unusu	32
12304	unveil	3
12305	unwant	3
12306	unwarr	1
12307	unwil	10
12308	unwilling	3
12309	unwis	2
12310	unwittingli	2
12311	upbeat	1
12312	upcom	10
12313	updat	18
12314	upfront	1
12315	upheav	5
12316	upheld	1
12317	uphil	3
12318	uphold	3
12319	upkeep	1
12320	upper	9
12321	upris	50
12322	uproar	5
12323	uproot	1
12324	upscal	3
12325	upset	43
12326	upshot	1
12327	upsid	3
12328	upstag	1
12329	upstart	2
12330	upstat	2
12331	upsurg	1
12332	upto	1
12333	uptod	1
12334	upward	2
12335	ural	2
12336	urban	8
12337	urdulanguag	2
12338	ureg	2
12339	urg	108
12340	urgenc	4
12341	urgent	12
12342	uruguay	2
12343	urvashi	1
12344	usa	5
12345	usaid	2
12346	usama	1
12347	usback	13
12348	usbas	1
12349	usha	1
12350	usher	3
12351	usl	5
12352	usnorth	2
12353	usrussia	1
12354	usrussian	6
12355	uss	355
12356	ussol	1
12357	ussr	2
12358	ustacov	2
12359	ustakov	1
12360	ustokov	2
12361	ustrain	4
12362	usual	43
12363	usulutan	2
12364	usvietnam	3
12365	usvietnames	3
12366	usyemeni	1
12367	utah	7
12368	utensil	1
12369	util	6
12370	uttar	4
12371	utter	3
12372	utterli	14
12373	uvarov	3
12374	uvil	1
12375	uzic	1
12376	va	39
12377	vacanc	11
12378	vacant	3
12379	vacat	28
12380	vacuum	5
12381	vadim	8
12382	vagari	1
12383	vagu	3
12384	vaibhav	3
12385	vaidya	3
12386	vain	6
12387	vajpaye	25
12388	valdimir	2
12389	valentin	39
12390	valetin	1
12391	valiantli	1
12392	valid	6
12393	vall	1
12394	vallanc	1
12395	vallentin	5
12396	valley	4
12397	valu	29
12398	valuabl	8
12399	van	34
12400	vandal	3
12401	vanek	9
12402	vanish	6
12403	vanquish	2
12404	vantag	1
12405	vap	2
12406	vapid	1
12407	vara	3
12408	varadero	1
12409	varga	3
12410	vari	7
12411	variat	2
12412	varieti	9
12413	variou	26
12414	various	1
12415	varonec	1
12416	vasiltsov	1
12417	vassal	1
12418	vast	23
12419	vastli	4
12420	vat	1
12421	vault	3
12422	vavrinec	1
12423	vecernj	2
12424	vedrin	5
12425	veekz	1
12426	veen	1
12427	vega	4
12428	veget	1
12429	vehement	3
12430	vehicl	62
12431	veil	10
12432	vein	1
12433	velensuela	1
12434	velez	2
12435	velimir	2
12436	vellari	1
12437	vendingstand	1
12438	vendor	2
12439	veneer	1
12440	venero	1
12441	venezuela	7
12442	venezuelan	6
12443	veng	2
12444	venom	2
12445	vent	1
12446	ventil	2
12447	ventur	15
12448	ventura	4
12449	venturoni	5
12450	venu	94
12451	verandah	2
12452	verb	2
12453	verbal	3
12454	verdict	47
12455	verg	7
12456	veri	555
12457	verifi	8
12458	vermont	6
12459	vern	24
12460	vernon	6
12461	vero	3
12462	veronica	1
12463	veronika	1
12464	vers	5
12465	version	20
12466	versu	1
12467	vertigo	1
12468	veselinov	1
12469	vesna	2
12470	vessel	106
12471	vest	10
12472	vestig	7
12473	vet	2
12474	veteran	54
12475	veto	2
12476	vetrivinia	1
12477	vex	1
12478	vibe	1
12479	vibrat	1
12480	vicar	2
12481	vice	191
12482	vicent	1
12483	vicepresid	14
12484	vicepresidenti	2
12485	viciou	3
12486	vick	1
12487	victim	154
12488	victor	14
12489	victori	249
12490	video	53
12491	videodisc	1
12492	videotap	32
12493	vidyayevo	1
12494	vienna	2
12495	viet	3
12496	vietcong	1
12497	vietnam	377
12498	vietnamclinton	1
12499	vietnames	156
12500	vietnameseamerican	3
12501	view	83
12502	viewer	8
12503	viewpoint	1
12504	vigil	25
12505	vigor	10
12506	vij	1
12507	vijay	1
12508	vijesti	1
12509	vike	1
12510	vikram	2
12511	viktor	1
12512	vila	1
12513	vile	1
12514	vilifi	4
12515	villa	4
12516	villag	60
12517	villain	1
12518	villamil	2
12519	villanueva	13
12520	vilonuaeva	2
12521	vinc	1
12522	vincent	4
12523	vinci	6
12524	vinciguerra	4
12525	vindic	3
12526	vindict	2
12527	vineet	2
12528	vinegar	1
12529	vini	1
12530	vinroot	1
12531	vintag	1
12532	violat	36
12533	violenc	191
12534	violent	38
12535	vip	2
12536	viral	3
12537	virgin	2
12538	virgini	4
12539	virginia	91
12540	virginian	1
12541	virtu	3
12542	virtual	25
12543	viru	7
12544	virul	1
12545	visa	8
12546	viscer	1
12547	visibl	40
12548	vision	15
12549	visit	294
12550	visitor	13
12551	visor	1
12552	vista	1
12553	visual	4
12554	vital	18
12555	vitali	1
12556	vitamin	1
12557	vitup	1
12558	vituper	1
12559	vivid	5
12560	vividli	2
12561	viyanka	2
12562	vk	2
12563	vladamiro	1
12564	vladan	2
12565	vlademi	2
12566	vlademiro	1
12567	vladimero	1
12568	vladimir	93
12569	vladimiro	44
12570	vlajko	4
12571	vlatislav	1
12572	vo	2
12573	voa	116
12574	vocabulari	1
12575	vocal	3
12576	vodafon	7
12577	vogu	2
12578	voic	44
12579	void	7
12580	voinovich	1
12581	voislav	2
12582	vojislav	120
12583	vojislov	3
12584	vojvodina	5
12585	volatil	18
12586	volcan	1
12587	volcano	1
12588	volgin	1
12589	volley	24
12590	volta	2
12591	volum	1
12592	volunt	38
12593	voluntarili	3
12594	von	10
12595	vopt	1
12596	vote	542
12597	votecount	3
12598	votegett	1
12599	voter	162
12600	voterig	2
12601	vow	51
12602	voyag	6
12603	vranj	2
12604	vranjkov	1
12605	vs	1
12606	vtrac	1
12607	vu	1
12608	vucic	1
12609	vuk	5
12610	vukicev	1
12611	vulcanologist	1
12612	vulner	43
12613	vuong	1
12614	vy	2
12615	vya	3
12616	vyacheslav	4
12617	vycheslav	1
12618	wad	1
12619	wada	2
12620	wade	6
12621	wadi	2
12622	waft	2
12623	wage	15
12624	wagner	3
12625	wahab	1
12626	waifish	1
12627	waight	2
12628	wail	12
12629	wainek	1
12630	waisman	1
12631	waistband	1
12632	wait	134
12633	waiv	7
12634	waiver	5
12635	wake	31
12636	wakeforest	2
12637	wakeup	1
12638	wakil	1
12639	walden	2
12640	waldo	1
12641	walk	83
12642	walker	20
12643	walkietalki	1
12644	walkin	2
12645	walkout	10
12646	wall	85
12647	wallac	3
12648	walledin	1
12649	wallstreet	1
12650	walmart	2
12651	walter	9
12652	wand	2
12653	wanda	1
12654	wander	15
12655	wane	9
12656	wanna	1
12657	want	484
12658	warcrim	4
12659	warden	4
12660	ware	1
12661	warehous	3
12662	warera	1
12663	warfar	11
12664	warfight	1
12665	warhead	1
12666	wari	9
12667	warii	6
12668	warili	1
12669	warm	15
12670	warmer	1
12671	warmest	1
12672	warmli	2
12673	warmth	2
12674	warmup	4
12675	warn	150
12676	warner	8
12677	warp	1
12678	warplan	7
12679	warrant	17
12680	warrel	2
12681	warren	12
12682	warrior	5
12683	warroom	1
12684	warsaw	1
12685	warship	114
12686	warshiprefuel	1
12687	wartim	2
12688	wartorn	1
12689	wash	9
12690	washak	2
12691	washington	306
12692	washingtonbas	3
12693	wasnt	65
12694	wast	5
12695	wastag	1
12696	watch	132
12697	watchdog	2
12698	watcher	5
12699	watchman	3
12700	watchtow	3
12701	water	180
12702	waterfil	3
12703	waterfront	2
12704	waterg	1
12705	waterlin	13
12706	watermelon	1
12707	watersh	1
12708	waterway	4
12709	watkin	2
12710	watson	5
12711	wave	70
12712	waver	2
12713	wax	1
12714	waybourn	1
12715	wayn	6
12716	wayner	1
12717	wbaifm	1
12718	wcaut	1
12719	wcautv	1
12720	weak	32
12721	weaken	8
12722	weaker	9
12723	wealth	9
12724	wealthi	15
12725	wealthier	1
12726	wealthiest	1
12727	weapon	125
12728	weaponri	10
12729	wear	48
12730	weari	14
12731	weather	66
12732	weatherinduc	1
12733	weav	1
12734	web	18
12735	webb	1
12736	weber	5
12737	websit	7
12738	webster	8
12739	wed	18
12740	wedg	1
12741	wednesday	347
12742	week	547
12743	weekend	74
12744	weekli	11
12745	weekz	1
12746	weep	14
12747	weigh	13
12748	weight	14
12749	weighti	1
12750	weingartn	2
12751	weird	3
12752	welcom	55
12753	weld	8
12754	welder	2
12755	weldon	2
12756	welfar	3
12757	wellarm	1
12758	wellb	3
12759	wellbuilt	1
12760	wellcalcul	1
12761	wellconnect	1
12762	wellearn	1
12763	welleduc	1
12764	wellestablish	1
12765	wellfinanc	1
12766	wellfound	1
12767	wellfund	2
12768	wellintent	3
12769	wellknown	12
12770	wellorgan	12
12771	wellplan	7
12772	wellrespect	1
12773	wellrun	2
12774	welltim	2
12775	welltrain	1
12776	wellwish	3
12777	wellworn	1
12778	wendi	1
12779	wento	1
12780	wep	2
12781	wept	4
12782	werent	28
12783	wesley	4
12784	west	166
12785	western	168
12786	westernmad	1
12787	westminst	1
12788	westward	1
12789	wet	3
12790	wethi	17
12791	wgbh	6
12792	whack	2
12793	whale	2
12794	whatsoev	3
12795	wheat	1
12796	wheaton	1
12797	wheel	1
12798	wheelchair	1
12799	wheeler	3
12800	whereabout	24
12801	whiff	1
12802	whilst	3
12803	whim	1
12804	whip	5
12805	whippani	1
12806	whirlwind	1
12807	whisk	1
12808	whisper	3
12809	whistl	6
12810	whistleblow	1
12811	whitacr	1
12812	white	344
12813	whitewash	3
12814	whitewat	41
12815	whitman	8
12816	whitmir	1
12817	whittl	2
12818	wholeheartedli	1
12819	wholesal	1
12820	wholesom	1
12821	wholl	2
12822	wholli	1
12823	whop	4
12824	whove	4
12825	wibberley	7
12826	wichita	1
12827	wick	1
12828	wide	72
12829	wideey	1
12830	widen	7
12831	wider	9
12832	widerang	3
12833	widespread	18
12834	widow	54
12835	wield	7
12836	wife	182
12837	wiland	3
12838	wild	23
12839	wildcard	1
12840	wildest	1
12841	wildli	6
12842	wildlif	1
12843	wilkesbarr	2
12844	willi	4
12845	william	301
12846	williams	2
12847	williamsport	4
12848	willing	9
12849	wilma	1
12850	wilson	62
12851	wimbledon	32
12852	win	294
12853	wind	32
12854	windfal	1
12855	windi	1
12856	window	54
12857	windowless	1
12858	wing	7
12859	wingat	1
12860	winner	133
12861	winnertakeal	1
12862	winsegerera	1
12863	winstonsalem	9
12864	winter	4
12865	winton	3
12866	wipe	17
12867	wire	18
12868	wisconsin	23
12869	wisconsinmilwauke	3
12870	wisdom	5
12871	wiser	2
12872	wish	41
12873	wisnep	2
12874	wisnip	1
12875	wist	1
12876	witch	1
12877	withdraw	23
12878	withdrawn	5
12879	withdrew	16
12880	wither	1
12881	withheld	4
12882	withhold	5
12883	withstand	8
12884	withstood	3
12885	witless	2
12886	witt	4
12887	wittmann	2
12888	wive	4
12889	wnbctv	1
12890	wodi	1
12891	woe	1
12892	woefulli	1
12893	woke	5
12894	woken	5
12895	wolf	4
12896	wolfenson	1
12897	wolfowitz	1
12898	wolfson	5
12899	woman	85
12900	women	130
12901	won	304
12902	wond	1
12903	wonder	45
12904	wont	50
12905	woo	2
12906	wood	21
12907	wooden	11
12908	woodford	2
12909	woodfram	2
12910	woodgouskov	1
12911	woodland	24
12912	woodleaf	1
12913	woodridg	1
12914	woodrow	3
12915	woodruff	16
12916	woodword	2
12917	woolridg	1
12918	woolsey	4
12919	wooster	3
12920	word	127
12921	wore	25
12922	work	538
12923	workaday	1
12924	workboat	1
12925	worker	226
12926	workforc	4
12927	workingclass	6
12928	workmen	1
12929	workplac	1
12930	workshop	3
12931	worl	1
12932	world	461
12933	worldli	2
12934	worldwid	25
12935	worn	8
12936	worri	58
12937	worriesom	1
12938	worrisom	1
12939	wors	28
12940	worsen	5
12941	worship	16
12942	worshipp	1
12943	worst	64
12944	worth	27
12945	worthsal	3
12946	worthwhil	1
12947	wouldb	1
12948	wouldnt	55
12949	wouldv	1
12950	wound	123
12951	wow	1
12952	wrack	4
12953	wrangl	3
12954	wrap	17
12955	wraparound	1
12956	wrath	2
12957	wrc	1
12958	wre	1
12959	wreak	3
12960	wreck	18
12961	wreckag	30
12962	wrench	10
12963	wrest	5
12964	wrinkl	1
12965	wrist	3
12966	writ	1
12967	write	31
12968	writein	1
12969	writer	13
12970	written	54
12971	writtenbycommitte	1
12972	wrn	1
12973	wrong	57
12974	wrongdo	8
12975	wrongfoot	1
12976	wrote	58
12977	wrought	1
12978	ws	1
12979	wta	4
12980	wv	1
12981	wva	2
12982	wwwcarnahancom	2
12983	wwwdefenselinkmil	1
12984	wwwirvingpdcom	3
12985	wwwjohnashcroftcom	2
12986	wwwstategovwwwregionswhaindexhtml	1
12987	wwwtdcjstatetxu	1
12988	wwwvoagovnewsnow	1
12989	wxyztv	1
12990	wych	4
12991	wyo	5
12992	wyom	2
12993	xavier	1
12994	xenophob	3
12995	xenophobia	2
12996	xiangkhouang	1
12997	xinjiang	2
12998	xuan	1
12999	ya	1
13000	yaakov	1
13001	yacht	4
13002	yahia	1
13003	yakovlev	1
13004	yale	1
13005	yaleeduc	1
13006	yamoussoukro	2
13007	yan	2
13008	yank	2
13009	yanke	1
13010	yanyodiwich	1
13011	yapi	1
13012	yard	22
13013	yardswid	1
13014	yarra	1
13015	yashwant	1
13016	yasser	15
13017	yassir	1
13018	yaun	1
13019	yaya	2
13020	yeah	19
13021	year	1142
13022	yearli	1
13023	yearold	272
13024	yearround	1
13025	yell	2
13026	yellow	7
13027	yeltsin	5
13028	yemen	686
13029	yemeni	448
13030	yemeniamerican	1
13031	yemeniborn	1
13032	yemeniinspir	1
13033	yere	1
13034	yeshiva	3
13035	yesinde	1
13036	yesterday	84
13037	yevgen	1
13038	yevgeni	28
13039	yi	1
13040	yield	10
13041	yodowich	2
13042	yojislav	1
13043	yomiuri	2
13044	yonah	1
13045	yopougon	5
13046	yore	1
13047	york	147
13048	yorkbas	1
13049	yorker	4
13050	yorkman	1
13051	yorknew	1
13052	yoshiro	5
13053	youd	9
13054	youll	8
13055	youn	1
13056	young	115
13057	youngblood	1
13058	younger	21
13059	youngest	6
13060	youngster	3
13061	youth	17
13062	youv	22
13063	youzhni	2
13064	yovano	1
13065	yu	2
13066	yubnotick	1
13067	yug	1
13068	yugaslavia	1
13069	yugoslav	164
13070	yugoslavia	368
13071	yugoslavian	25
13072	yuri	3
13073	yuxi	2
13074	zacatecoluca	1
13075	zacharea	5
13076	zagreb	1
13077	zaharah	1
13078	zajecar	1
13079	zan	2
13080	zander	3
13081	zarem	2
13082	zarko	6
