219
t_index	tf-idf
88	0.04400691093804161
143	0.03933553131174583
175	0.04315760870321787
196	0.03716860784948658
206	0.0374188312852314
412	0.04950527208375784
482	0.03716860784948658
517	0.016952484891761446
577	0.02063051657655428
721	0.020447194059846588
802	0.0323495844090494
916	0.04315760870321787
1035	0.031246857344738536
1041	0.027979111340918503
1056	0.012239377135561868
1060	0.04632017580096264
1108	0.052693636295062594
1137	0.026377790991647204
1164	0.036683431333567905
1169	0.039636437869910716
1430	0.027979111340918503
1489	0.0886984656088559
1709	0.048183336035364996
1718	0.041621904766356514
1808	0.03767443628058659
1845	0.024446225204349897
1882	0.0570641093631935
1883	0.03555065324390107
1885	0.02856470634120463
1892	0.0570641093631935
2125	0.034920556603306924
2182	0.3013548376478308
2265	0.08949084316448758
2296	0.03933553131174583
2299	0.027979111340918503
2329	0.0374188312852314
2387	0.08801382187608323
2427	0.04757370629646053
2545	0.011646477441797599
2556	0.020816711103042975
2615	0.06405005626588993
2719	0.026992678494051008
2809	0.038202753222079
2815	0.010307811348264561
2898	0.02419423327307374
2901	0.05235940033903907
2909	0.05467910319150839
2927	0.04126709709904314
3019	0.026681258733788477
3044	0.05364495781891598
3092	0.015036746410022943
3093	0.025511281320494367
3172	0.06670215624406785
3312	0.05022580627463846
3318	0.019627201763912715
3346	0.10935820638301678
3384	0.041621904766356514
3389	0.03716860784948658
3457	0.03233135757449678
3490	0.020942481315802005
3534	0.03767443628058659
3676	0.04198763128992376
3684	0.0167286520201904
3783	0.058463981259353155
3785	0.2245129877113884
3796	0.032023942828020346
3851	0.031551622099397755
3922	0.03767443628058659
3948	0.039945161050650296
4029	0.05581188128117523
4053	0.05467910319150839
4101	0.033383729781641815
4163	0.0609795940694698
4334	0.031246857344738536
4407	0.03512613761021312
4409	0.037935659415586166
4596	0.14050455044085247
4795	0.0249668270049051
4827	0.06676745956328363
4886	0.06670215624406785
4906	0.05364495781891598
5004	0.06405005626588993
5012	0.05506112193722443
5254	0.0059095459777165895
5305	0.15734212524698332
5322	0.08066388787649525
5342	0.02436163286007952
5347	0.024790747129613745
5422	0.0331051442897981
5437	0.05022580627463846
5712	0.05022580627463846
5764	0.06188313280363067
6080	0.038202753222079
6211	0.02724812061727319
6217	0.04315760870321787
6356	0.02427763834655781
6528	0.022933696785127182
6576	0.02152552228702567
6643	0.026681258733788477
6690	0.027316524544745643
6706	0.039042055309744465
6803	0.019128449947607325
6824	0.06249371468947707
6827	0.07087869872524807
7012	0.013726962892542077
7039	0.06188313280363067
7097	0.03933553131174583
7122	0.09805320056719379
7123	0.06188313280363067
7203	0.022068939185061236
7231	0.038474978015583215
7406	0.028093944835174824
7439	0.06670215624406785
7455	0.04198763128992376
7618	0.05022580627463846
7703	0.04236497009990224
7809	0.019627201763912715
7899	0.040894388119693176
8101	0.00941227016104345
8191	0.02724812061727319
8200	0.0334573040403808
8334	0.058463981259353155
8346	0.10538727259012519
8415	0.04757370629646053
8533	0.03555065324390107
8702	0.03451650787130865
8773	0.1261796839265723
8774	0.03576873595332691
8816	0.10599043155578593
8853	0.06405005626588993
8920	0.036683431333567905
9022	0.03875565171152004
9250	0.044455461310347895
9267	0.031706986065935604
9323	0.08801382187608323
9325	0.06188313280363067
9346	0.025698453286368158
9422	0.04470051643341396
9437	0.05573075349725483
9467	0.025327011362740577
9569	0.052693636295062594
9609	0.033749456305209063
9619	0.014291350193120767
9640	0.04950527208375784
9750	0.05181285013667192
9865	0.05581188128117523
9953	0.08984321263656521
9987	0.033749456305209063
10097	0.06405005626588993
10100	0.019341262650343877
10332	0.11355768764087518
10358	0.10797268563083719
10404	0.12826404856807003
10444	0.04236497009990224
10458	0.1260352143706139
10467	0.0922154187453689
10488	0.01765044514575815
10631	0.05022580627463846
10633	0.04315760870321787
10637	0.05364495781891598
10638	0.06005102512138662
10659	0.058463981259353155
10733	0.037935659415586166
10738	0.030803880325029776
10750	0.08397526257984753
10779	0.06983886743700635
10820	0.06405005626588993
10824	0.039945161050650296
10843	0.044921606318282604
10847	0.0405877593937641
10942	0.036683431333567905
10943	0.0570641093631935
10980	0.02598485688459259
11056	0.05467910319150839
11160	0.06857754402694931
11190	0.02378576784330565
11272	0.06188313280363067
11326	0.042754682856023345
11348	0.05581188128117523
11362	0.0323495844090494
11502	0.0362172863256332
11632	0.06670215624406785
11635	0.06005102512138662
11788	0.027641121525847342
11846	0.0570641093631935
11882	0.058463981259353155
11910	0.03825689989521465
11936	0.039406431734851546
11956	0.11005029400070371
11967	0.014770507375309145
12006	0.019292385983897518
12016	0.09901054416751567
12046	0.21868844195163578
12068	0.07587131883117233
12071	0.05181285013667192
12111	0.04126709709904314
12189	0.022565705340315077
12409	0.10728991563783195
12548	0.03933553131174583
12675	0.24352655636258455
12715	0.09778490081739959
12844	0.016965627749694016
12859	0.02856470634120463
12862	0.04236497009990224
12884	0.032246915750729646
12959	0.03933553131174583
12971	0.02165906497508686
13061	0.06670215624406785
13066	0.0332050019896198
13076	0.04757370629646053
13083	0.3629134990961061
13089	0.04591261126530128
13090	0.07017262570036224
13098	0.06075364427230103
13141	0.027752720225564364
13142	0.06579221378377985
13176	0.058463981259353155
13263	0.01858611958311019
13280	0.04400691093804161
