218
t_index	tf-idf
16	0.06233461877120162
29	0.09482416814000684
30	0.1002332884638111
71	0.04450825803147108
78	0.05478686968136959
111	0.07604099624912658
120	0.03650755318250012
123	0.17722720989625576
209	0.03030054739951966
214	0.05176409875786402
222	0.04209313808029014
325	0.0854325821945667
335	0.06233461877120162
365	0.1142555071105732
374	0.25629774658370014
385	0.0451858589453421
432	0.06322743332648369
491	0.09482416814000684
495	0.051033303327065196
580	0.023309966189409892
607	0.039125138714454256
684	0.0312601833592837
685	0.02446378589521499
721	0.046619932378819784
737	0.03030054739951966
771	0.06909680212210555
773	0.06178461865677599
807	0.03948902151904448
914	0.07604099624912658
1056	0.013952988677778718
1067	0.06505354504836196
1083	0.017908726917208906
1234	0.1250407334371348
1291	0.038904821754986024
1295	0.03030054739951966
1322	0.07897804303808896
1326	0.0400440802616792
1380	0.06362599493229999
1543	0.02531817284232225
1687	0.1071466831286521
1713	0.026144599356509646
1775	0.025398583728005675
1900	0.09482416814000684
1915	0.0854325821945667
2022	0.04386293633350951
2125	0.019904858127623357
2129	0.049200022102951504
2139	0.09482416814000684
2207	0.19802033784769135
2251	0.09482416814000684
2257	0.03511667208603096
2299	0.03189641265484417
2308	0.04874068338647755
2329	0.04265776954789274
2342	0.06362599493229999
2350	0.03030054739951966
2371	0.07611544255987811
2434	0.021142574042467326
2451	0.05566195910292182
2466	0.03596910374134327
2701	0.06505354504836196
2803	0.05016823350253951
2993	0.042949161304734036
3025	0.042640930730919645
3029	0.04829640770042614
3040	0.04874068338647755
3092	0.03428402443782501
3234	0.06505354504836196
3389	0.04237251281242389
3457	0.036858008473603536
3490	0.023874597657012497
3640	0.04829640770042614
3657	0.06845865311014848
3676	0.04786623841280622
3705	0.06007117049116454
3915	0.047893720397612354
3924	0.03018523441013901
3934	0.0864889665467107
4355	0.014885311545822441
4637	0.03176675430205934
4953	0.0334110961546037
4981	0.01522026056830954
5012	0.03138506161165926
5038	0.061155684703304146
5071	0.027393434840684794
5079	0.09769198703867019
5209	0.07742386826961033
5216	0.016967743649720722
5276	0.06845865311014848
5322	0.03065249431623908
5416	0.03745543570435172
5601	0.03298092686698378
5641	0.029513235809545898
5807	0.0334110961546037
5810	0.0386880300185036
5826	0.0974813667729551
5884	0.05294303282576149
5888	0.021868597413843577
5925	0.07410313843512505
5933	0.028162389789391666
5943	0.05176409875786402
5979	0.02597523222031581
6035	0.04418175561888592
6047	0.05294303282576149
6159	0.05492939180750164
6312	0.012633289953765652
6344	0.04077664755709939
6439	0.06664941030368646
6506	0.05725782435824634
6528	0.026144599356509646
6640	0.061155684703304146
6690	0.015570529180838219
6751	0.04181940767003328
6803	0.021806587262266714
6967	0.02317240973411661
6996	0.022767926130908705
7006	0.05016823350253951
7012	0.015648848442085007
7125	0.08836351123777184
7132	0.036146219916621404
7203	0.02515876871585676
7352	0.036858008473603536
7395	0.05031753743171352
7403	0.0451858589453421
7489	0.05176409875786402
7532	0.038858798022613245
7582	0.09482416814000684
7776	0.021142574042467326
7791	0.02453926906798879
7857	0.015609632222321234
7862	0.11942530847253414
7865	0.09482416814000684
8036	0.027393434840684794
8085	0.030892309328387994
8101	0.032190191755996946
8155	0.06505354504836196
8191	0.015531538666248816
8232	0.028769171530432427
8314	0.02484547858561506
8455	0.15529229627359206
8494	0.04450825803147108
8516	0.027868893957001525
8576	0.18964833628001368
8604	0.033269762023480115
8759	0.020176394158659353
8788	0.051210993615473405
8790	0.0854325821945667
8959	0.047044823622171265
8965	0.05492939180750164
8996	0.058166133043851945
9012	0.02995751149559731
9038	0.03030054739951966
9065	0.04786623841280622
9111	0.042949161304734036
9154	0.032701552134850015
9173	0.026144599356509646
9213	0.046270373157481705
9241	0.06845865311014848
9261	0.08873191191453335
9285	0.08710289376064274
9338	0.034314710557129056
9390	0.09482416814000684
9422	0.02547947468152162
9467	0.028872997283457706
9550	0.02973355276901413
9670	0.0680540955916752
9671	0.049675481219268236
9685	0.04028389527382812
9716	0.02484547858561506
9730	0.054600625725298065
9774	0.04155109802178895
9887	0.039125138714454256
9987	0.07694930493473219
10100	0.04409839092057748
10103	0.08092544216083407
10142	0.06505354504836196
10147	0.038474652467366095
10196	0.02373121859979481
10209	0.04154963750992101
10355	0.084622622459801
10359	0.03355757535929391
10426	0.0277724580020703
10429	0.04028389527382812
10433	0.1556192870199441
10467	0.021025264266631136
10585	0.07055686601232591
10677	0.0285638767776433
10736	0.035451237095979624
10835	0.045009653418808096
10970	0.04181940767003328
10979	0.1002332884638111
10989	0.06664941030368646
11023	0.04355144688032137
11167	0.017691814107944737
11280	0.02484547858561506
11431	0.11132391820584364
11482	0.01891997079427545
11517	0.11070681431606262
11521	0.046270373157481705
11714	0.07375757442408316
11771	0.022834507073093157
11772	0.04418175561888592
11910	0.021806587262266714
11981	0.03724652249682875
12048	0.05566195910292182
12125	0.016499750065836823
12127	0.14046668834412385
12435	0.04355728442215276
12535	0.06362599493229999
12579	0.020736357916468287
12844	0.035918911800038214
12884	0.01838087205663018
12943	0.017497421303651166
12973	0.014483011711572371
12975	0.06362599493229999
13011	0.026144599356509646
13270	0.10282962775078593
13271	0.37807986478503763
