136
t_index	tf-idf
75	0.104257207029
78	0.0521286035143
102	0.0521286035143
222	0.0521286035143
234	0.0521286035143
295	0.0521286035143
421	0.0521286035143
484	0.0521286035143
563	0.0521286035143
581	0.0521286035143
722	0.0521286035143
723	0.0521286035143
749	0.0521286035143
750	0.3649002246
754	0.0521286035143
1194	0.0521286035143
1203	0.208514414057
1265	0.208514414057
1539	0.0521286035143
1699	0.0521286035143
1773	0.0521286035143
2019	0.0521286035143
2090	0.0521286035143
2116	0.0521286035143
2172	0.208514414057
2263	0.0521286035143
2334	0.0521286035143
2537	0.0521286035143
2721	0.0521286035143
2795	0.0521286035143
2833	0.0521286035143
2983	0.104257207029
2996	0.0521286035143
3059	0.0521286035143
3327	0.0521286035143
3586	0.0521286035143
3641	0.0521286035143
3644	0.0521286035143
3862	0.0521286035143
3865	0.0521286035143
3893	0.0521286035143
3908	0.0521286035143
3962	0.0521286035143
4284	0.0521286035143
4527	0.0521286035143
4643	0.0521286035143
4828	0.156385810543
4873	0.0521286035143
4988	0.0521286035143
5131	0.0521286035143
5175	0.0521286035143
5260	0.0521286035143
5324	0.0521286035143
5329	0.0521286035143
5431	0.0521286035143
5587	0.0521286035143
5607	0.0521286035143
5702	0.0521286035143
5807	0.104257207029
5816	0.104257207029
5834	0.0521286035143
5924	0.104257207029
6201	0.104257207029
6206	0.104257207029
6245	0.0521286035143
6486	0.0521286035143
6560	0.0521286035143
6582	0.0521286035143
6592	0.0521286035143
6684	0.0521286035143
6707	0.0521286035143
6723	0.0521286035143
6818	0.0521286035143
6832	0.0521286035143
6881	0.0521286035143
7072	0.0521286035143
7104	0.0521286035143
7132	0.0521286035143
7175	0.0521286035143
7413	0.104257207029
7826	0.0521286035143
7885	0.0521286035143
7912	0.0521286035143
7927	0.0521286035143
7946	0.0521286035143
7952	0.0521286035143
7962	0.0521286035143
8034	0.0521286035143
8047	0.104257207029
8189	0.0521286035143
8327	0.0521286035143
8328	0.0521286035143
8438	0.312771621086
8470	0.0521286035143
8593	0.104257207029
8661	0.0521286035143
8704	0.0521286035143
8765	0.0521286035143
8819	0.0521286035143
9023	0.0521286035143
9374	0.0521286035143
9420	0.0521286035143
9539	0.156385810543
9772	0.0521286035143
9800	0.0521286035143
9801	0.0521286035143
9912	0.156385810543
10018	0.208514414057
10043	0.0521286035143
10047	0.0521286035143
10108	0.0521286035143
10388	0.104257207029
10539	0.0521286035143
10636	0.104257207029
10738	0.0521286035143
10776	0.0521286035143
10940	0.0521286035143
10963	0.0521286035143
11000	0.0521286035143
11074	0.0521286035143
11232	0.0521286035143
11244	0.0521286035143
11558	0.208514414057
11617	0.0521286035143
11839	0.0521286035143
12171	0.0521286035143
12355	0.156385810543
12485	0.0521286035143
12501	0.0521286035143
12539	0.0521286035143
12675	0.0521286035143
12685	0.104257207029
12812	0.0521286035143
12932	0.0521286035143
12950	0.0521286035143
13028	0.104257207029
